,TEXT,LABEL
1110,"ibu pacar saya, yang belum pernah saya temui sebelumnya, melakukan kunjungan tak terduga. aku berbaring malas di tempat tidur, membaca koran dan pacarku sedang belajar.",shame
1111,kucing induk semang saya melarikan diri melalui jendela yang telah saya buka.,guilt
1112,"saya mendapat surat dari sahabat saya, yang sudah lama tidak saya dengar á (surat yang bagus).",joy
1113,seseorang mengetuk pintu ketika saya sendirian di rumah (meskipun ada bel pintu). saya melihat melalui lubang mengintip tetapi itu sudah tertutup. saya menelepon saudara perempuan saya tetapi dia tidak bisa membantu saya karena dia berada ratusan kilometer jauhnya.,fear
1114,"orang tua saya menekan saya untuk membeli pakaian, ketika saya tidak mau melakukannya.",anger
1115,"ketika kakek saya meninggal, saya melihat nenek saya menangis di bahu bibi saya (saya belum pernah melihat nenek saya menangis sebelumnya).",sadness
1116,"di sekolah, saya membenci bubur bayam yang memiliki benjolan tepung á di dalamnya.",disgust
1117,saya memberi tahu beberapa kenalan saya sesuatu yang saya sesali nanti.,shame
1118,ketika saya mendapat surat dari rumah.,joy
1119,"saat bersepeda di pedesaan, seekor anjing mulai berlari di sampingku, á menggeram dan menggonggong, dan mencoba menggigit kakiku.",fear
1120,"ketidaksepakatan dengan ibu. ketika saya pindah dari kankaanpss, dia telah berjanji untuk membantu saya bergerak tetapi melanggar janjinya karena beberapa hambatan.",anger
1121,"ketika saya harus pindah dari rumah untuk belajar, dan saya tahu bahwa saya tidak akan kembali ke rumah untuk waktu yang lama.",sadness
1122,ketika saya perhatikan dua laba-laba berlari di lantai ke arah yang berbeda.,disgust
1123,"ketika saya menyadari bahwa saya salah tentang seseorang yang dekat dengan saya, á karena ide dan prasangka yang sudah ditentukan sebelumnya.",shame
1124,ketika saya mencela teman saya karena saya sendiri rendah semangat dan á kecewa.,guilt
1125,saya menemukan diri saya tempat setelah mencari untuk waktu yang lama.,joy
1126,saya marah pada pacar saya yang telah berjanji untuk datang menemui saya - tetapi tidak melakukannya karena dia menghabiskan malam itu dengan teman-temannya.,anger
1127,"putusnya suatu hubungan. kami memutuskan bahwa hubungan á tidak dapat berlanjut, jadi itu tidak mengejutkan bagi saya. and dan bagaimanapun, saya tahu itu akan terjadi cepat atau lambat.",sadness
1128,aku merasa jijik terhadap orang tertentu.,disgust
1129,setelah suatu peristiwa di mana saya merasa bahwa saya telah bertindak tidak adil.,shame
1130,"di pekerjaan saya, saya menjadi sangat marah terhadap seorang anak. reaksi saya tidak seperti yang seharusnya.",guilt
1131,saya pergi untuk melihat hasil ujian masuk di universitas. saya senang dengan kesuksesan saya.,joy
1132,"saya meminjam mobil yang seharusnya digunakan untuk perjalanan panjang á beberapa jam kemudian, dan salah satu ban meledak di tengah kota dan saya tidak tahu harus berbuat apa.",fear
1133,"ucapan, yang saya maksudkan sebagai lelucon, dianggap sebagai pelanggaran. menurut saya, ini bodoh, dan saya marah.",anger
1134,sahabat saya menderita penyakit yang relatif parah. saya sedih á karena dia menderita.,sadness
1135,"seorang pria mencoba melakukan hubungan seksual dengan saya, meskipun saya telah menyampaikan keengganan saya. kemudian, saya merasa jijik pada orang itu dan juga diri saya karena saya telah sebagian tunduk.",disgust
1136,"saya mengatakan kepada teman saya tentang bagaimana saya telah menghitung gaji saya dengan selingkuh sedikit. ketika teman saya berkomentar tentang hal itu, saya mengerti bahwa itu salah untuk melakukannya, dan saya merasa malu.",shame
1137,"saya menjadi mantap dengan seorang anak laki-laki, tetapi saya melakukan hubungan seksual dengan seorang pria lain, dan saya merasa bersalah karenanya.",guilt
1138,rapor yang baik (beasiswa) di sekolah dasar.,joy
1139,saya sedang berjalan pulang dengan seorang teman di malam hari di sepanjang jalan yang sepi. something sesuatu mulai berdesir di semak-semak: itu adalah seorang eksibisionis.,fear
1140,saya marah pada seorang teman saya yang saya tangkap sedang membaca buku catatan saya á (almanach).,anger
1141,ketika nenek saya meninggal karena kanker.,sadness
1142,"dalam sebuah tumpangan seorang lelaki mabuk, gendut dan tak beraturan mencoba membuat kemajuan pada saya.",disgust
1143,"demi kesenangan semata, saya bertengkar dengan pacar saya yang mencoba á untuk menjadi baik pada saya.",guilt
1144,ketika saya berkenalan dengan orang tertentu.,joy
1145,"saat di luar negeri, saat mengendarai mobil di sepanjang jalan yang gelap dan berliku.",fear
1146,ketika saudara perempuan saya mengambil barang-barang saya tanpa meminta izin saya á terlebih dahulu.,anger
1147,"ketika saya bekerja, saya diperlakukan dengan cara yang saya rasa tidak demokratis.",disgust
1148,"saat bekerja sebagai pembantu rumah tangga, suatu hari saya tidak membersihkan dengan baik dan mereka berkomentar tentang hal itu.",shame
1149,"ketika saya memutuskan untuk pindah dari rumah orang tua saya, ibu saya mengatakan kepada saya bahwa seolah-olah sebagian dirinya telah dicabut darinya.",guilt
1150,"ketika saya pergi ke sebuah wawancara kerja, saya bertemu seseorang yang sangat baik, á dan sikapnya membuat saya senang.",joy
1151,"episode ketakutan saya terjadi ketika saya datang untuk belajar. saya harus berdiri di depan teman-teman mahasiswa saya yang belum dikenal dan berbicara tentang saya sendiri. tangan saya bergetar, saya memerah dan menjadi terikat lidah.",fear
1152,"saya merasa bersalah ketika menghabiskan malam di tempat pacar saya, terutama karena saya keras dan dengki ketika saya meninggalkan rumah. alasannya adalah bahwa saya takut diskusi yang mungkin tentang á subjek dan saya ingin pergi dengan menantang.",guilt
1153,"saya berada di sebuah restoran dengan pacar saya ketika saya melihat teman wanita terbaik saya setelah tidak bertemu dengannya selama dua minggu. kami bersukacita, memeluk á dan berbicara panjang lebar.",joy
1154,"suatu malam, ketika akan bertemu teman saya, saya harus menyeberang padang rumput di jalan yang gelap. ada semak-semak di seberang jalan. cuacanya lembab dan agak berkabut. saya mendengar langkah á di belakang saya dan terus mempercepat langkah saya sepanjang waktu.",fear
1155,"abang saya memberi tahu saya bahwa seseorang (yang saya kenal) telah menghinanya. á saya sangat menyukai kakak saya, dan karena dia sendiri tidak bisa marah á atau terluka, perlindungan saya terangsang dan saya menjadi marah.",anger
1156,"kelinci percobaan saya sakit selama beberapa hari. suatu malam, ketika saya pulang, saya bertanya bagaimana keadaannya. ekspresi ibuku memberitahuku bahwa itu sudah mati. lutut saya menolak untuk mendukung saya dan saya mulai menangis tersentak-sentak.",sadness
1157,"saya kebetulan melihat dua anak laki-laki berkelahi, salah satu dari mereka jatuh dan hurt terluka kepalanya. yang lain menggunakan ini untuk memukul kepala anak itu di tanah.",disgust
1158,"saya telah pergi sepanjang malam tanpa memberitahu orang tua saya tentang itu. di pagi hari ketika saya pulang, ibu saya terlihat lelah. á dia berkata bahwa dia terjaga sepanjang malam karena aku dan bahwa á dia marah dan kecewa.",shame
1159,"saya belum menulis surat, atau menelepon nenek saya, yang kesepian, á untuk waktu yang lama. ibu saya meminta saya untuk memanggilnya atas namanya á dan ketika saya melakukannya, nenek saya senang dan dia mengatakan kepada saya á bahwa dia telah menunggu kabar dari kami.",guilt
1160,"ketika saya sakit, suami saya membelikan saya sepotong kue.",joy
1161,saya melihat seorang pria yang mengalami serangan jantung dan yang sedang dirawat karenanya. saya khawatir ayah saya sendiri bisa saja ada di sana.,fear
1162,"ketika saya melihat seorang pria besar memukul yang lain, dan tidak ada yang melakukan sesuatu.",anger
1163,"ketika saudara perempuan saya pergi untuk pulang, di swedia, setelah natal dan liburan.",sadness
1164,"saya merasa bersalah karena saya tidak bekerja, dan bahkan studi saya tidak mengalami kemajuan.",shame
1165,"ketika pipiku merah, anak yang puas berlari untuk menemuiku di halaman taman kanak-kanak dan memberiku ciuman basah di pipiku.",joy
1166,gadis tetangga telah menghilang dan banyak orang mencari dia. seseorang pergi untuk memberi tahu polisi. sesuatu telah terjadi padanya.,fear
1167,"tanpa seizinku, anakku telah membuat popcorn setelah kembali dari sekolah. konsekuensinya adalah ketel busuk dan kekacauan di dapur tetapi apa yang bisa terjadi dengan minyak panas?",anger
1168,kematian kerabat dekat.,sadness
1169,salah satu teman saya menggunakan cara yang dipertanyakan dan tidak adil untuk memajukan studinya lebih cepat daripada yang lain. saya membencinya.,disgust
1170,teman saya memberi tahu saya dengan suara yang cukup keras tentang kesalahan yang dia lakukan semalam.,shame
1171,saya menghentikan mobil saya di depan persimpangan pejalan kaki ketika seorang anak sedang menyeberang jalan. mobil yang melaju di jalur berikutnya tidak berhenti dan anak itu terluka. seandainya aku tidak berhenti ...,guilt
1172,"setelah liburan saya, satu hari setelah ceramah itu terjadi kepada saya untuk membeli bunga mawar untuk ibu saya. kami pergi bersama ke sebuah pub dan ibu saya memberi tahu saya bahwa dia akan menikah pada musim semi mendatang. saya á tidak tahu tentang itu dan jadi lebih senang.",joy
1173,"saya bekerja di pusat penitipan anak, dan suatu hari ketika anak-anak berada di luar rumah, seorang bocah lelaki berusia empat tahun menghilang dari halaman. saya á tidak merawat mereka saat itu, tetapi sebagai manajer sayalah yang bertanggung jawab.",fear
1174,"fakta bahwa ibu saya akan menikah lagi (ibu dan ayah saya bercerai sekitar 15 tahun yang lalu) berarti bahwa ia mungkin akan pindah ke turku, dan rumah kami, yang merupakan rumah satu keluarga, akan dijual (saya sendiri punya tidak tinggal di rumah selama enam tahun terakhir).",sadness
1175,"saat bepergian dengan bus, ada tiga orang yang duduk di belakang saya (dua pria dan seorang wanita). mereka mabuk dan percakapan á tidak bisa dipercaya (tentang sialan, fellatio, dll ...). mereka mencoba á untuk membuat orang lain ikut serta dalam percakapan. aku membencinya dan merasa ingin menangis.",disgust
1176,"ketika saya berusia tujuh tahun, saya mencuri permen karet dari mangkuk kaca besar di meja toko terdekat, dan saya tertangkap.",shame
1177,"saya adalah sekretaris sebuah asosiasi, dan selama pertemuan terakhir á saya lupa meluangkan waktu.",guilt
1178,"saya telah jauh dari rumah untuk waktu yang lama dan ketika saya pulang, saya sangat senang. sungguh luar biasa melihat orang-orang yang saya kenal, yang akrab, dan saya senang sekali sebelumnya. saya merasa sangat kesepian.",joy
1179,"saya terbangun di malam hari dan tidak ingat memimpikan sesuatu yang khusus. saya hanya merasa takut yang menindas, gelap dan semua yang lain sedang tidur.",fear
1180,"suatu hari di musim dingin saya, tanpa disadari, berada di luar rumah bersama adik lelaki saya (10 tahun lebih muda dari saya). saya kehilangan kesabaran kepadanya dan á ingin melempar adik saya ke tepi salju yang kami lewati. saya á mendorongnya tetapi tidak sesulit yang saya inginkan. kami sendirian berdua.",anger
1181,"saya sedang dalam perjalanan pulang dengan bus. seorang pria yang telah minum alkohol á mulai berbicara, mencoba memeluk dan menepuk seorang wanita yang duduk di sebelahnya. untungnya itu bukan aku.",disgust
1182,saya memberikan jawaban yang salah di sekolah.,shame
1183,"ketika adik laki-laki saya meminta saya untuk bermain dengannya, saya mengatakan kepadanya bahwa saya tidak punya waktu dan saya akan bermain dengannya hari berikutnya. however namun, keesokan harinya saya mengatakan hal yang sama.",guilt
1184,"ketika, setelah waktu yang lama, saya melihat seorang gadis yang saya cintai.",joy
1185,ketika saya sedang berjalan di jalan yang cukup jauh.,fear
1186,"seorang teman saya telah berjanji untuk mengatur saya beberapa tiket untuk konser yang saya anggap penting. dia tidak bisa mendapatkannya dengan cara yang dia pikir dia mau, jadi dia menyerahkan semuanya.",anger
1187,saya sedih ketika saya melihat bahwa seorang gadis cantik tidak dapat dicapai.,sadness
1188,"saya mendengar seseorang berbicara tentang studi dengan cara yang sangat antusias ""seperti siswa.""",disgust
1189,"saat menghadiri beberapa urusan, yang memakan waktu, dengan á seorang petugas bank, saya merasa bahwa pakaian dan penampilan saya tidak pada tempatnya, juga á raggy.",shame
1190,"suatu malam saya pergi dengan beberapa teman saya, meskipun saya seharusnya tinggal di rumah bersama adik perempuan saya yang berusia 11 tahun.",guilt
1191,sambil menonton program hiburan di mana ada á pintar dan sketsa lucu.,joy
1192,"ketika saya berada di ketentaraan, teman sekamar saya kembali dari á cuti dan mengancam orang lain dengan pisau.",fear
1193,"hari terakhir sekolah secara tradisional dirayakan dengan menyanyikan lagu tentang semua siswa yang pergi. dalam lagu á tentang saya, ada banyak hal yang membuat saya jengkel.",anger
1194,"saya bekerja selama tujuh bulan di sebuah pabrik, dan berteman dengan seorang rekan kerja. belakangan, saya mengunjungi mantan rekan kerja saya dan diberi tahu bahwa, selama di ketentaraan, teman saya telah menembak dirinya sendiri.",sadness
1195,perilaku seorang rekan terhadap saya dan beberapa orang lain di ketentaraan á benar-benar kejam. saya benci ini.,disgust
1196,"saya mencoba berkencan dengan seorang gadis, tetapi dia menolak.",shame
1197,"saat melakukan beberapa latihan perhitungan, saya mengabaikan sebagian darinya, meskipun saya telah menandainya. secara kebetulan, saya diminta untuk memperagakan bagian ini di papan tulis.",guilt
1198,"di tentara, hasil saya di latihan menembak membuat saya cuti tiga hari.",joy
1199,"ketika saya berusia 8 tahun, saya biasanya pulang dari sekolah á dengan ibu saya di dalam mobil. untuk pertama kalinya saya harus naik bus sekolah, dan saya mengira bus berhenti dan mendapati diri saya berjarak dua kilometer dari tempat saya tinggal. saya sangat takut, bertanya-tanya bagaimana saya akan kembali ke rumah.",fear
1200,saya membaca di surat kabar bahwa dana penginapan siswa akan á untuk membangun apartemen baru bagi para pengungsi (menurut pendapat saya ini adalah urusan negara). ini terjadi ketika hanya sebagian kecil siswa yang dapat menemukan apartemen.,anger
1201,saya menjalani kehidupan yang agak aman. satu-satunya hal yang saya ingat adalah sebuah lagu dari abad kesembilan belas yang menentang alkohol. melodi dan kata (walaupun naif) memengaruhi emosi saya.,sadness
1202,"kemarin di lift seorang pria mulai merokok, ini adalah sesuatu yang tidak bisa saya toleransi.",disgust
1203,di sekolah dasar saya pernah goyah saat menjawab pertanyaan dan á yang lain mulai tertawa.,shame
1204,ketika tim sepak bola favorit saya membuat gol dan akan memenangkan piala inggris.,joy
1205,saya berumur kurang dari 10 tahun ketika anjing tetangga kami mengejar saya ke atap gudang kecil dan sepertinya tidak ada harapan untuk pergi dari sana.,fear
1206,"saat bermain bola, aku baru saja akan membuat gol ketika aku terlempar, dan aku gagal mencetak gol.",anger
1207,"ketika saya mendengar tentang kematian francois truffaut, sutradara film prancis á, di radio. saya telah merencanakan untuk pergi dan melihat film terakhirnya.",sadness
1208,saya telah berperilaku tidak pantas di sebuah pesta dan tidak ingin bertemu dengan orang tersebut dalam pertanyaan nanti.,shame
1209,"saat bermain bola, saya melakukan kesalahan dan kami kalah.",guilt
1210,ketika saya sedang mandi sauna.,joy
1211,saya memiliki mimpi di mana saya adalah gajah afrika.,fear
1212,"ketika saya datang untuk pelajaran, itu dibatalkan dan saya harus mengisi sebuah kuesioner sebagai gantinya.",anger
1213,"ketika mobil saya membeku, dan saya tidak bisa memulainya.",sadness
1214,ketika saya melihat guru komputer kami.,disgust
1215,"ketika saya akan menuruni papan ski, dan jatuh dua kali pertama kalinya.",shame
1216,ketika saya terlibat dalam kecelakaan mobil.,guilt
1217,saya lulus ujian yang saya pikir saya gagal.,joy
1218,ibuku belum pulang pada tengah malam. dia lupa á bercerita tentang hal itu. saya masih sangat muda dan sendirian di rumah.,fear
1219,pacar saya mulai bernyanyi (dia tidak bisa bernyanyi) dan tidak berhenti á meskipun saya memintanya untuk melakukannya.,anger
1220,"ketika saya masih anak-anak, saya melihat film horor di tv di mana á ada tengkorak manusia yang busuk.",disgust
1221,"sebagai anak kecil, saya mengambil koin dari taksi kosong. ibuku á melihatnya dan memberi tahu pengemudi tentang hal itu. saya bahkan tahu pengemudi.",shame
1222,ketika saya mengkhianati mantan pacar saya.,guilt
1223,"pesta malam tahun baru di negara ini, saya hampir tidak mengenal seseorang; pasangan saya menghabiskan sebagian besar waktu di bar. saya memiliki sedikit á kesempatan untuk mengenal orang-orang karena meja kami terpisah á dan orang tua pacar saya ada di sana.",anger
1224,"malam natal: ada ketegangan di antara orang tua saya, mereka bahkan tidak mencoba mengembalikan suasana yang harmonis. ibu tinggal di kamarnya hampir sepanjang hari. saya merasa sendirian dan sangat sedih.",sadness
1225,"ayah berkata: jika anda hamil, anda harus melakukan aborsi. saya dipenuhi dengan rasa jijik terhadap ayah saya.",disgust
1226,"saya memiliki hubungan intim dengan pacar saya, tetapi sayangnya á kami memiliki masalah seksual; oleh karena itu saya menipu dia, tetapi saya merasa malu ketika saya memberi tahu teman saya tentang hal itu.",shame
1227,saya bekerja di sebuah rumah komersial dari jam 7 sampai jam 10 pagi. pada hari yang sangat dingin á di musim dingin saya terlambat - dan membiarkan seorang rekan kerja berdiri di tempat yang dingin á selama setengah jam.,guilt
1228,"setelah satu tahun mencari, teman saya dan saya telah menemukan flat yang dapat kami bayar.",joy
1229,kecelakaan mobil di tengah malam.,fear
1230,"pada akhir pekan saya ingin absen dari sekolah karena acara olahraga, tetapi guru saya menolak memberi saya hari libur karena dia tidak menyukai saya.",anger
1231,"ketika saya berumur enam tahun, kucing favorit saya mati.",sadness
1232,seekor laba-laba raksasa memanjat wajah saya dan terlebih lagi - di flat saya sendiri.,disgust
1233,saya sangat gemuk dan merasa benar-benar tidak sehat. saya takut á meninggalkan rumah dan mengenal orang baru.,shame
1234,saya dikatakan bertanggung jawab atas ibu saya yang sakit dan menjadi kurus. saya tidak menyadari bahwa itu adalah kesalahan saya sampai beberapa minggu kemudian.,guilt
1235,"saya memenangkan mobil dalam kompetisi hadiah. saat saya diberi tahu tentang hal itu, saya merasakan sukacita.",joy
1236,"kakak saya harus menjalani operasi yang sangat rumit, penglihatannya dipertaruhkan.",fear
1237,saya bertengkar dengan orang tua saya; saya yakin benar.,anger
1238,"berdesak-desakan di kereta bawah tanah di wina, tiga orang mabuk á meronta-ronta seorang pria di kursi roda - saya menyaksikan adegan dari à kereta lain.",disgust
1239,saya mengakhiri pertemanan dengan seorang gadis - saya hanya berpura-pura cinta dan kasih sayang untuk bisa tidur dengannya.,shame
1240,seorang gadis muda berusaha mengakhiri hidupnya karena kesedihan kekasihnya; tidak sampai dia di rumah sakit aku mendengar bahwa akulah alasan tindakannya.,guilt
1241,"agar dapat diterima dalam ujian akhir saya, saya harus lulus dua ujian. karena saya belum belajar banyak, saya mengundurkan diri untuk ditinggalkan. namun demikian saya berhasil dalam ujian ini.",joy
1242,"saya belum memberi tahu orang tua saya tentang nilai buruk saya di sekolah. suatu hari, ayah saya ingin berbicara dengan para guru. untungnya saya bisa memengaruhi orang tua saya agar tenang.",fear
1243,"saya ingin pergi ke teman saya yang mengadakan pesta; pada saat ini á saya ingin pergi, ayah saya berkata saya tidak bisa pergi karena dia membutuhkan á saya untuk beberapa pekerjaan di sore hari.",anger
1244,"seorang teman saya, yang pernah mengulang satu tahun di sekolah sebelumnya, á tidak lulus ujian akhir dan harus mengambilnya lagi setengah á setahun kemudian.",sadness
1245,"aktivis lingkungan berdemonstrasi menentang proyek untuk membangun pembangkit listrik á di danube di tengah hutan dataran rendah (hainburg) dan á pemerintah memutuskan untuk menunda satu tahun lagi. ketika ayah saya mendengar tentang hal itu, dia berkata bahwa kami membutuhkan hitler lainnya.",disgust
1246,ada suatu masa ketika kamar saya tampak sangat berantakan; tepat pada waktu itu bibiku datang untuk menemuiku; untungnya aku bisa mencegahnya masuk kamar.,shame
1247,"saya seharusnya menjemput beberapa teman di halte bus, tetapi saya tidak melakukannya karena ayah saya sedang dalam suasana hati yang buruk dan saya takut dia akan mengomel.",guilt
1248,pacarku kembali setelah lama absen.,joy
1249,mobil saya tergelincir di jalan yang basah.,fear
1250,"saya ingin melihat seorang teman, saya telah menantikannya dan á memiliki harapan tertentu, tetapi dia tidak memperhatikan saya, á bermain kartu dengan orang lain.",anger
1251,seorang teman baik berhenti dari saya setelah dia bertingkah aneh.,sadness
1252,di siang hari bolong saya melihat seorang lelaki tua yang tidak rapi mengencingi dan bermain dengan penisnya di tengah kota.,disgust
1253,seseorang yang mengenal saya dengan sangat baik menemukan bahwa saya telah memberitahunya sebuah kebohongan.,shame
1254,"ketika pacar saya pergi, saya main mata dengan teman baiknya; saya merasa bersalah pada hari berikutnya.",guilt
1255,"baru-baru ini seorang teman baik hanya menelepon saya ketika dia membutuhkan sesuatu. á dia tidak pernah mengatakan \ tolong \ ""atau \"" terima kasih \ ""atau kata-kata baik lainnya.""",anger
1256,"kuda kesukaanku mati. kami telah mencoba yang terbaik untuk menyelamatkannya, tetapi á tidak ada harapan, dia harus ditembak.",sadness
1257,saya membaca buku tentang fantasi seksual wanita; saya membaca tentang seorang wanita yang melakukan hubungan seksual dengan seekor anjing.,disgust
1258,"di flat kami, bak mandi ada di dapur. pada awalnya saya merasa sangat malu ketika mandi dan orang-orang di dapur.",shame
1259,"saya harus merawat tanaman teman saya selama beberapa minggu. saya menyirami mereka, tetapi membiarkan mereka berdiri di ruangan yang dingin sehingga á mereka berdua binasa.",guilt
1260,ketika saya bertemu teman baik setelah sekian lama. kami telah bertengkar á tetapi setelah dua minggu saya benar-benar senang melihatnya lagi.,joy
1261,"ketika kami tinggal di wina dengan kelas kami, teman saya dan saya berperilaku salah. guru kami mengancam kami dengan dikeluarkan dari sekolah.",fear
1262,ketika saya kehilangan sim saya karena saya mengemudi sementara di bawah pengaruh alcool.,anger
1263,kematian ibuku.,sadness
1264,ketika saya memasuki ruang bedah untuk pertama kalinya. saya pikir saya merasa jijik terutama karena bau formalin yang buruk.,disgust
1265,saya pikir saya merasa malu untuk pertama kalinya ketika saya memasuki klub malam.,shame
1266,"selama tur ski dengan seorang teman, kami berdua terlalu banyak minum. ketika á kami menuruni lereng ski, saya kehilangan teman saya yang kehilangan arah á. saya pikir sesuatu pasti telah terjadi padanya (dia akhirnya tiba tetapi setelah waktu yang sangat lama).",guilt
1267,ayah saya tinggal di luar negeri selama satu tahun. dia tidak suka menulis surat karena dia membuat kesalahan ortografis. saya tidak pernah memiliki hubungan yang baik dengannya. dia menulis surat kepada saya di mana dia mengatakan bahwa dia mencintai saya.,joy
1268,"ketika saya masih kecil, saya selalu takut pada ayah saya. tepat ketika dia menatapku, aku merasa takut.",fear
1269,seorang rekan meminta saya untuk belajar dengannya. saya tidak bisa menjelaskan hal-hal sesempurna yang dia harapkan. jadi dia bereaksi dengan agresif.,anger
1270,"selama liburan natal, saya pergi menemui orang tua saya dan tinggal bersama mereka selama dua minggu. setelah dua atau tiga hari, kami memiliki konflik yang sama dengan yang kami alami sepuluh tahun sebelumnya ketika saya tinggal dengan mereka. mereka senang ketika saya pergi.",sadness
1271,"orang tua di rumah sakit, pipi cekung, hanya setengah dari hidungnya á dan mata kaca, napas bergetar.",disgust
1272,ketika ayah saya datang ke kamar mandi dan melihat saya berdiri di sana telanjang.,shame
1273,"saya tinggal dengan pacar saya, kami memiliki hubungan dekat, saya jatuh cinta dengan pria lain.",guilt
1274,ketika saya bertemu pacar saya - saya tidak mengandalkan itu.,joy
1275,"suatu malam saya merasa bahwa seseorang mencuri mobil saya, tetapi saya terlalu takut untuk pergi dan melihat.",fear
1276,ketika kami menata ulang furnitur di flat kami dan terjebak di kursi.,anger
1277,seseorang meninggal (bukan benar-benar teman).,sadness
1278,"beberapa minggu yang lalu, saya punya masalah dengan teman-teman, saya merasa jijik oleh seorang teman.",disgust
1279,"ketika saya masih kecil, saya berpikir bahwa saya harus malu ketika meminta dan melakukan hal-hal terlarang tertentu.",shame
1280,saat bertengkar dengan teman.,guilt
1281,"di southern tyrol, saya mengumpulkan apel, itu adalah hari yang baik, saya á tidak memikirkan apa pun, saya merasakan kegembiraan yang luar biasa.",joy
1282,"pacar saya dan saya tidur di gubuk kesepian (kami memiliki alcool mabuk). á tiba-tiba beberapa tanah jatuh pada kami, lalu air. meskipun kami berusaha keras, kami tidak dapat menemukan penyebabnya.",fear
1283,saya membantu adik perempuan saya (13 tahun) belajar matematika. á jelas dia tidak mau mengerti apa yang saya jelaskan dan á mulai menangis. saya menjadi marah.,anger
1284,ketika pacar saya memberi tahu saya bahwa dia ingin meninggalkan saya.,sadness
1285,"dalam perjalanan saya melewati pabrik selulosa. itu adalah hari yang indah, pemandangan yang indah; saya mengamati pabrik ini dengan jijik.",disgust
1286,"ketika saya pergi ke sauna dengan ayah saya untuk pertama kalinya (saya berusia 16 tahun). ketika saya memasuki sauna telanjang, saya merasa malu untuk waktu yang singkat.",shame
1287,"saya pulang dari diskotik jam setengah empat pagi, meskipun saya sudah berjanji kepada orang tua saya untuk pulang pada tengah malam. dari jam 3 pagi saya merasa bersalah terhadap orang tua saya.",guilt
1288,seorang teman yang sangat saya lewatkan datang menemui saya tanpa terduga.,joy
1289,"dalam perjalanan melalui jalan-jalan sepi, saya bertemu dengan seekor anjing liar yang besar. itu berhenti agak jauh dan menatapku. saya mencoba untuk mengabaikannya tetapi saya sangat ketakutan.",fear
1290,"seorang teman saya mencoba membujuk saya untuk pergi ke tempatnya untuk bertindak sebagai model karena dia merasa terlalu lelah. itu seperempat jam á sebelum waktu yang ditentukan, saya baru saja berbohong dan tidak mau pergi karena bagaimanapun juga sudah terlambat. dia mengatakan bahwa saya hanya á sedang berbicara tentang mencari pekerjaan, tetapi jika mungkin saya tidak akan menerimanya. saya marah tentang penilaian yang tidak adil ini.",anger
1291,"setelah saya tinggal dengan pacar saya di negara asing selama setengah tahun, saya melihat bahwa tidak mungkin bagi saya untuk tinggal bersamanya (karena alasan ekonomi). kami berpisah meskipun aku mencintainya.",sadness
1292,dalam sebuah buku tertentu saya membaca tentang kekejaman dan kekerasan di penjara - lingkaran souteneur; saya merasa sangat jijik ketika membaca á uraian terperinci tentang penyiksaan fisik dan mental orang-orang yang kurang kuat.,disgust
1293,"ketika saya berbicara dengan seorang psikoterapis untuk pertama kalinya, saya mulai menangis; pertama saya berbicara dengannya tetapi dia tidak mengatakan apa-apa dan setelah beberapa saat saya menangis.",shame
1294,"saya pergi berbelanja dengan ibu dan saudara perempuan saya (17 tahun). ibu á selalu memberi tahu adik saya apa yang harus dia beli. alih-alih membantu á saudara perempuan saya membela diri terhadap campur tangan ibu, saya beh hanya bersikap agresif terhadap saudara perempuan saya.",guilt
1295,itu pada hari st. claus ketika saya berusia lima tahun. claus dan hamba iblisnya datang menemui saya. hamba iblis st. claus á mengoceh dengan rantainya dan terpesona. saya sangat ketakutan á sehingga orang tua saya harus memintanya pergi.,fear
1296,"seorang teman memanggil saya dan mengatakan bahwa dia ingin datang dan melihat saya. dia tinggal di sebuah desa pada jarak 50 km dari kota asal saya. á pagi berikutnya aku mengharapkannya, tetapi dia tidak datang. ketika saya menjadi tidak sabar saya memanggilnya tetapi orang tuanya mengatakan kepada saya bahwa dia telah pergi bermain ski. saya sangat marah karena saya telah membatalkan janji untuk dapat melihatnya.",anger
1297,"ketika saya berusia delapan tahun, ayah saya ditabrak mobil. ketika saya melihat tubuhnya, saya sedih sekali.",sadness
1298,seorang teman menyiapkan sup dengan kepala ayam dan mengundang saya untuk memakannya. saya melihat mata menatap saya dan lidah menggantung keluar dari tagihan. saya sangat jijik sehingga saya merasa mual dan harus meninggalkan ruangan.,disgust
1299,"ketika saya harus pergi ke dokter kandungan dan duduk di kursi khusus itu, saya merasa malu.",shame
1300,"setelah pertengkaran yang mengerikan dengan keluarga saya, saya mengundurkan diri di kamar saya. saya merasa bersalah karena saya telah menyebabkan adegan ini oleh perilaku agresif saya.",guilt
1301,saya memiliki kemungkinan tak terduga untuk melihat seorang teman yang sangat saya sukai.,joy
1302,saya takut akan ujian tertentu meskipun saya relatif siap.,fear
1303,"di penata rambut, saya mendapat dua noda zat warna pada celana baru saya. noda ini tidak bisa dilepas, jadi saya tidak bisa memakai celana lagi.",anger
1304,"pada 1977, kakek saya, yang memiliki hubungan dekat dengan saya, meninggal.",sadness
1305,seorang lelaki mabuk memaksaku untuk menciumnya.,disgust
1306,seorang teman mulai menghina orang lain tanpa alasan dan saya merasa malu dengan perilakunya.,shame
