,TEXT,LABEL
2012,di sebuah pesta di mana anak-anak lelaki itu menceritakan kisah-kisah yang menjijikkan tentang á gadis-gadis yang mereka temui.,disgust
2013,menjadi sedikit mabuk di tahun 1984 i.c.c. bola.,shame
2014,saya merasa bersalah keluar ketika saya seharusnya belajar á untuk presentasi yang harus saya berikan pada hari rabu minggu depan.,guilt
2015,ketika saya menerima hasil dari ujian akhir saya - sertifikat sekolah tinggi - dan menerima nilai yang melebihi harapan saya yang paling liar.,joy
2016,"berjalan di sekitar universitas pada malam hari sendirian, setelah sebelumnya diperingatkan tentang perkosaan, dll.",fear
2017,"ketika saya menerima tanda di atas persyaratan untuk kursus yang saya ingin masukkan, namun saya tidak diterima - kemarahan pada ketidakadilan á itu, karena saya tidak menerima pembebasan awal h.s.c. tanda.",anger
2018,"ketika saya meninggalkan semua teman saya di sekolah (putus) mengetahui kami akan á mungkin semua berpisah, dan tidak ada yang melihat satu sama lain untuk á lama.",sadness
2019,"pada ayah saya, ketika dia berteriak dan menuduh teman saudara perempuan saya (melalui telepon) melakukan sesuatu yang tidak dia lakukan, atau tahu apa pun tentang.",disgust
2020,"ketika saya masih kecil dan tidak berani menempatkan lolly pada pernis, ini menarik semuanya dan saya tidak mengakui kesalahan saya.",shame
2021,"saya merasa bersalah ketika saya melewatkan kelas praktis dua jam. saya tahu saya akan kehilangan informasi lebih lanjut yang tidak saya ketahui, tetapi saya tidak bisa pergi.",guilt
2022,dapat lulus universitas semester pertama.,joy
2023,pada usia sebelas tahun seorang teman dan saya meninggalkan sebuah pesta dan kemudian berjalan melalui jalan-jalan yang gelap dan terpencil di lingkungan yang buruk untuk menemukan telepon (serentetan film horor baru-baru ini - menonton telah terjadi).,fear
2024,dalam situasi di mana tindakan seorang teman sengaja á bertentangan dengan keinginan saya dan (dengan) tidak memperhatikan perasaan saya.,anger
2025,situasi di mana saya mengabaikan kepercayaan dan prinsip saya untuk perjalanan á dari imajinasi.,disgust
2026,saya terlibat dengan seorang anak laki-laki untuk saat yang sangat singkat bukan karena saya suka dia tetapi karena saya membutuhkan semacam teman. konsekuensinya tidak seperti yang saya harapkan dan membuat saya sangat malu.,shame
2027,mengabaikan keinginan orang tuaku.,guilt
2028,kembali dengan pacar saya setelah setahun pergi - terpisah.,joy
2029,memeriksa bagasi saya di bea cukai.,fear
2030,ketika seorang teman tidak mau berbicara dengan saya dan tidak mau memberi tahu saya alasannya.,anger
2031,memikirkan teman di luar negeri.,sadness
2032,mendengar situasi kotor melalui telepon.,disgust
2033,mengirim gambar ke rumah ketika berat badan saya bertambah.,shame
2034,meminjam handuk orang lain tanpa bertanya.,guilt
2035,"ketika saya membuka amplop skor te saya, dan melihat saya masuk ke fisioterapi.",joy
2036,ketika saya membawa belanja dan hampir berdiri di atas seekor ular.,fear
2037,"ketika saya dituduh \ menggerutu \ ""tentang sahabat.""",anger
2038,"pada makan malam senior kami - terpisah dari teman-teman sekolah, tidak ada á yang akan sama lagi.",sadness
2039,"di sebuah klub malam, menonton kue tar kecil berusaha mencari nafkah.",disgust
2040,ketika saya masih kecil - ibu memergoki saya berbohong tentang siapa yang memecahkan cangkir itu.,shame
2041,ketika saya memberi tahu ibu saya pergi ke tempat lain daripada di mana saya á (pergi).,guilt
2042,ketika saudara-saudara saya telah lulus semua ujian mereka dan dapat lulus dari kursus mereka.,joy
2043,ketika saya terjebak dalam lift dan tersangkut di antara lantai.,fear
2044,ketika saya dimasukkan ke dalam tim tenis di bawah standar saya.,anger
2046,ketika saya melihat orang-orang sangat mabuk dan mempermalukan diri mereka sendiri.,disgust
2047,ketika teman-teman saya bersikap kasar kepada seorang gadis.,shame
2048,ketika saya bersikap kasar kepada ibu saya dan marah padanya.,guilt
2049,"ketika pacar saya saat ini meminta saya awalnya untuk pergi bersamanya, saya telah menunggu lama untuk ini terjadi.",joy
2050,"ketika seseorang masuk ke rumah kami suatu malam ketika ibuku sedang keluar, dan aku dan adik perempuanku baru saja pergi tidur.",fear
2051,ketika saudara perempuan saya kehilangan pelompat favorit saya di sebuah pesta dan gagal á memberi tahu saya selama beberapa hari setelah itu terjadi.,anger
2052,"ketika ayah saya meninggal karena kanker, saya sangat sedih. → dia tidak terlalu tua, yang memperburuk keadaan. kematian yang sebenarnya á sangat menghebohkan, tetapi pemakaman yang bergerak membuat saya lebih sedih.",sadness
2053,"ketika berjalan di sepanjang pantai dengan pacar saya, kami melihat 2 orang á berhubungan seks di bukit pasir di hadapan semua orang. itu adalah fakta bahwa mereka memilih daerah di mana untuk berhubungan seks, yang membuat saya jijik.",disgust
2054,"ketika saya mengatakan kepada saudara perempuan saya, saya tidur dengan pacar saya, dan dia pada awalnya marah kepada saya, saya kemudian merasa malu untuk tindakan ini, tetapi tidak bersalah.",shame
2055,"saya tinggal di pantai untuk akhir pekan bersama teman-teman. adikku datang untuk mengantarku pulang, tetapi tidak sopan, dan bergegas untuk bergabung kembali dengan teman-temannya. saya malu karena keluarga yang terlibat sangat baik, dan ramah kepadanya.",disgust
2056,"saya membiarkan pacar saya menyentuh saya, jika hanya sebentar.",shame
2057,saya makan 12 biskuit satu malam setelah minum teh sambil menonton tv - saya tidak tahu kenapa.,guilt
2058,"ketika saya melihat saudara lelaki saya di gereja, dan secara terbuka menerima yesus dan kristus sebagai penyelamat dan tuhannya.",joy
2059,"saya berumur tujuh tahun dan berenang di luar bendera di gold á coast. saya terjebak dalam sobekan dan dibawa keluar sekitar 100 m. saya á tidak bisa berenang dengan baik, tetapi seorang teman yang lebih tua (17) berenang dan menyelamatkan saya.",fear
2060,"sementara di sekolah saya harus menulis esai untuk melakukan sesuatu yang salah - yang tidak saya lakukan. saya menulis esai tentang bagaimana saya dianiaya dan á mendapatkan penahanan sabtu pagi bersama beberapa anak lainnya, tetapi á mereka tidak muncul.",anger
2061,ketika salah satu teman terdekat saya meninggal secara tak terduga.,sadness
2062,ketika saya melihat seorang insinyur laki-laki satu tahun dan kembali untuk menemukan dia adalah seorang wanita sekarang (saya tidak tahu itu / mereka secara pribadi).,disgust
2063,"ketika ayah pergi ke hari olahraga dan merupakan satu-satunya orang tua di sana, dan dia bersorak untuk kami.",shame
2064,kami memiliki sebuah toko dan saya sering melayani di sana sesekali. kami kadang-kadang mengeluarkan permen dari meja dan ayah menangkap saya suatu hari.,guilt
2065,pada hari libur - hanya mengemudi di sepanjang jalan pemandangan yang indah. hanya dengan pacar saya - tidak benar-benar berbicara tetapi hanya merasa sangat kewalahan.,joy
2066,berbohong kepada seorang teman tentang sesuatu yang sepele.,shame
2067,"saya telah berjanji untuk melakukan tugas untuk seseorang yang dekat dengan saya, dan á sejak awal saya tahu adalah penting bahwa saya melakukannya, tetapi ketika á sampai pada hal itu, saya mengecewakan mereka.",guilt
2068,berita bagus tentang kerabat yang sakit.,joy
2069,berjalan dalam gelap sendirian.,fear
2070,"mendapatkan makanan yang mengerikan, tetapi membayar banyak untuk mereka.",anger
2071,ketika merasa kesepian tentang menulis keluarga saya.,sadness
2072,seseorang berbicara tentang suatu situasi saat makan.,disgust
2073,merasakannya setelah saya berbicara dengan sangat (marah pada) orang yang paling penting dalam hidup saya.,shame
2074,tidak menyerah untuk prapaskah.,guilt
2075,ketika saya menerima skor te saya dan penerimaan saya dari universitas - itu sudah menjadi tujuan sejak saya meninggalkan bank setahun sebelumnya.,joy
2076,setiap kali saya melihat seekor laba-laba atau seekor ular.,fear
2077,adik saya dan saya telah memperebutkan tv / video. dia kept terus menyalakan dan mematikan setiap 2 detik dan tidak á mendengarkan otoritas saya dan bersikap kurang ajar. kami bertarung dan saya akhirnya menangis - dia menang.,anger
2078,pertama kali saya meninggalkan rumah.,sadness
2079,"di sebuah kamp - anak laki-laki dan perempuan di satu pondok. seorang pria memaksakan diri pada gadis lain dan sedang melakukan hubungan intim, sementara gadis di ranjang di bawah berpura-pura tidur dan tidak sakit.",disgust
2080,ketika jeans baru saya terbelah saat saya bersama kelompok pemuda.,shame
2081,"ketika saya berusia 17 tahun, saya memberi tahu mum bahwa saya datang di tengah malam, padahal sebenarnya sudah pukul 3.30.",guilt
2082,tidak dapat mengingat acara tertentu - selain hanya cukup senang sampai setahun yang lalu.,joy
2083,ditinggal sendirian dalam kegelapan saat muda.,fear
2084,tidak dapat mengingat contoh yang tepat.,anger
2085,kerabat dekat sedang sekarat karena kanker - ditemukan minggu lalu.,sadness
2086,"dokter mengabaikan kerabat yang mengeluh tentang rasa sakit, dan sekarang sedang sekarat karena kanker.",disgust
2087,"salah seorang teman baik saya putus hubungan karena perasaannya kepada saya lebih kuat daripada dia. saya merasakan hal yang sama baginya, tetapi tidak benar-benar mendorongnya untuk meninggalkannya atau tetap tinggal dengannya - masih merasa malu.",shame
2088,"setelah kenyataan yang membuat saya malu, saya merasa sedih.",sadness
2089,seseorang yang memakan setengah dari kecoa dalam kue tanpa mengetahuinya.,disgust
2090,"situasi di mana kami menjadi pusat perhatian, dan hal-hal á terjadi tanpa kendali saya pada mereka, yang menunjukkan ketidaksetujuan kami, á dan ketidaktahuan.",shame
2091,ketika saya membiarkan seseorang melakukan kesalahan yang saya lakukan.,guilt
2092,"ketika akhirnya saya menemukan tempat tinggal, saya merasa lega, memprediksi á perubahan dalam hidup saya, dan saya menjadi bahagia.",joy
2093,ketika saya bermimpi bahwa saya diserang oleh seorang teman.,fear
2094,ketika saya ditinggalkan oleh orang yang saya cintai tanpa alasan.,anger
2095,bertengkar dengan seorang saudara perempuan dan mengetahui bahwa dia tidak peduli.,sadness
2096,dicium oleh pakaian wanita yang tidak kuharapkan.,disgust
2097,"suatu hari ketika saya keluar dari kamar mandi, saya hanya menutupi bagian depan tubuh saya dengan handuk (saya berusia 7 tahun), dan saya tidak melihat bahwa sepupu saya ada di dalam kamar.",shame
2098,ketika saya menyelesaikan hubungan cinta di mana saya bertanggung jawab atas akhir yang menyedihkan.,guilt
2099,saya merasakannya ketika saya menerima surat yang mengatakan bahwa saya telah diklasifikasikan dalam sebuah konferensi nasional ... saya merasa senang dan kesombongan tentang hal itu.,joy
2100,"saya merasa takut ketika saya tertidur dan bermimpi bahwa saya sekarat karena sesak napas karena serangan jantung, saya takut dan bangun dengan putus asa. meskipun saya tidak takut mati, saya takut.",fear
2101,saya merasakannya ketika saya melihat seseorang mencoba membodohi saya.,anger
2102,saya merasakannya ketika saya di rumah dan melihat diskusi tanpa arti antara orang tua saya.,sadness
2103,ketika saya melihat semua kecerobohan orang. faktanya adalah catarrh á dan meludah yang melanda jalan-jalan s.paulo.,disgust
2104,saya merasakannya ketika saya merasa bahwa saya sedang diamati sebagai objek kesenangan (seksual) ketika saya membuka dan melepas kemeja di ruang kelas di p.v.c.,shame
2105,saya merasakannya ketika bermain saya mendorong adik saya dan dia jatuh á memotong dirinya sendiri menjadi potongan-potongan ubin.,guilt
2106,ketika saya meminta pacar saya untuk menikahi saya.,joy
2107,ketika saya hampir menenggelamkan diri di kolam renang kota yang saya gunakan untuk pergi hampir tidak buang air besar.,fear
2108,saya bersama pacar saya ketika beberapa pria yang saya tidak suka membuat canggung pada gadis saya.,anger
2109,kematian kakek saya.,sadness
2110,untuk melewati jalan bawah tanah di stasiun pinggiran lapa. orang-orang miskin dan para ambulans berpakaian buruk di sebuah lorong dengan buruk.,disgust
2111,dalam pertengkaran dengan pacar saya dalam sebuah jamuan makan siang di mana semua orang menatap saya sedemikian rupa sehingga saya harus meninggalkannya.,shame
2112,saya menunjuk kegagalan teman saya.,guilt
2113,ketika saya bertemu dengan seorang teman yang saya tidak melihat untuk beberapa waktu.,joy
2114,ketika saya tiba di hutan di mana ada banyak ular.,fear
2115,ketika orang tak dikenal memprovokasi saya secara verbal dan fisik.,anger
2116,ketika tim saya kehilangan kejuaraan.,sadness
2117,"orang yang kotor, berbau busuk dan tidak dikenal membohongi saya.",disgust
2118,saya bingung seorang gadis dengan yang lain.,shame
2119,suatu ketika ketika saya mengeluh saya membuat diskusi besar antara orang tua saya.,guilt
2120,ketika saya mulai berkencan dengan seorang anak lelaki dengan siapa saya sampai sekarang. ini 16 bulan lalu.,joy
2121,saya mengetahui bahwa pacar saya telah dilewatkan secara tidak adil dari pekerjaan.,anger
2122,saya terpisah dari pria yang saya cintai.,sadness
2123,seorang kenalan saya mengungkapkan dirinya dalam cahaya yang tak terduga kepada saya.,disgust
2124,suatu ketika sebagai seorang gadis sekolah saya menyalin di pekerjaan kelas dan guru saya melihat saya.,shame
2125,saya berada di sanatorium. di depan saya seorang anak lelaki jatuh dari kursi yang tidak valid. saya bisa membantunya tetapi tidak. aku merasa seperti lumpuh.,guilt
2126,ketika saya mengambil ujian masuk dengan sukses dan juga ketika saya mendapatkan sertifikat meninggalkan sekolah karena upacara penyampaiannya sangat resmi.,joy
2127,ketika saya duduk untuk ujian masuk pertama saya. saya takut akan kemungkinan kegagalan.,fear
2128,saya marah pada ketidakberpihakan yang ditunjukkan oleh wasit di pertandingan sepak bola antara bulgaria dan prancis.,anger
2129,ketika saya terpisah dari pria yang saya cintai.,sadness
2130,"ketika saya menonton beberapa adegan dari film bertolucci á \ twentieth century \ "".""",disgust
2131,ketika saya masih gadis sekolah dan saya meniru pekerjaan kelas.,shame
2132,"ketika saya kadang-kadang tidak adil kepada orang tua saya, ketika saya á telah menipu mereka atas beberapa hal yang sepele.",guilt
2133,ketika saya dirawat di universitas sofia.,joy
2134,saat aku pulang larut malam.,fear
2135,"ketika saya berbicara dengan orang-orang yang bodoh, picik, dan tidak terkendali.",anger
2136,ketika teman saya (perempuan) pergi ke luar negeri selama dua tahun.,sadness
2137,ketika saya kebetulan menyaksikan beberapa tindakan sadis.,disgust
2138,ketika saya memiliki penampilan yang polos.,shame
2139,"ketika seseorang dituduh atau dihukum, bukannya aku.",guilt
2140,saya diterima di universitas dan seorang keponakan dilahirkan untuk saya.,joy
2141,saya digigit anjing.,fear
2143,saya sendirian di rumah pada malam tahun baru.,sadness
2144,saya sedang berjalan-jalan dengan anak saya ketika saya bertemu dengan seorang wanita mabuk.,disgust
2145,saya tidak menyadari bahwa saya telah berjalan di jalan dengan celana sobek.,shame
2146,pernah saya bekerja sebagai desainer. bugar terkena dampak kerusakan yang terjadi di lokasi pembangunan yang telah saya rancang.,guilt
2147,penerimaan saya ke universitas.,joy
2148,sebuah granat meledak di sampingku.,fear
2149,sebuah fitnah yang tidak adil tentang saya.,anger
2150,unrealisation dari profesi yang diinginkan (penerbang).,sadness
2151,jijik dengan bawahan.,disgust
2152,saya berbohong kepada seorang teman.,shame
2153,mengkhianati kepercayaan seseorang.,guilt
2154,tunangan teman meninggalkannya untukku.,guilt
2155,memenangkan kejuaraan catur queensland.,joy
2156,"ketika dalam kecelakaan mobil di mana mobil itu total wipe (wipe out, atau á write off).",fear
2157,dengan diri saya sendiri kehilangan permainan penting yang seharusnya saya menangkan.,anger
2158,kematian kakek (tak terduga).,sadness
2159,seseorang yang merokok di kereta listrik (kereta listrik tidak merokok) dengan bau alkohol yang berasal dari orang.,disgust
2160,saat mandi di pantai selancar & hilang togs.,shame
2161,menjanjikan seseorang untuk melakukan pekerjaan mereka dan kemudian tidak bisa melakukannya karena masalah transportasi.,guilt
2162,"menerima surat yang sangat pribadi dari seorang wanita yang saya suka, yang á mengungkapkan bahwa dia lebih antusias tentang saya daripada yang saya á pikir mungkin.",joy
2163,memperkenalkan diri pada tutorial pertama tahun ini di universitas.,fear
2164,saya marah pada tutorial universitas ketika loudmouth yang bodoh á tetap berusaha mendominasi pembicaraan.,anger
2165,"saya meninggalkan rumah saya di melbourne untuk datang ke q'land untuk belajar dan sebelum á saya masuk ke dalam mobil saya memeluk ibu saya dan berjabatan tangan dengan ayah saya. segera merasakan kesedihan ayah saya, saya juga mengalami banjir emosi yang sama.",sadness
2166,"ketika salah satu orang tua saya secara verbal, secara pribadi menyalahgunakan yang lain.",disgust
2167,"saya merasakan sesuatu yang mirip rasa malu setelah minum malam yang berat, á bersamaan dengan terbangunnya seorang wanita yang baru saja saya temui yang suaminya á menderita epilepsi. belakangan aku tahu bahwa dia mengenal ibuku.",shame
2168,"saya merasa bersalah karena berbicara negatif, dan setuju dengan orang yang melakukan hal yang sama, tentang orang ketiga yang tidak hadir.",guilt
2169,jatuh cinta untuk pertama kalinya.,joy
2170,sebagai seorang anak - menginjak paku yang berkarat - diberi tahu bahwa saya mungkin akan mendapatkan tetanus.,fear
2171,sebagai seorang anak - memiliki anjing - ia mendapatkan penyakit dan sekarat.,sadness
2172,berada di kota malaysia dengan pacar saya keluar dari teater gambar - melihatnya bergegas naik ke taksi yang sedang berusaha dijangkau oleh seorang lelaki tua yang sakit parah. melihatnya mengambil alih taksi.,disgust
2173,sebagai seorang anak - dikirim ke toko oleh ibu - membeli cokelat á - ditangkap oleh ibu.,shame
2174,sebagai seorang anak - tanpa sengaja menginjak hewan piaraan - ia mati.,guilt
2175,"ketika saya mencapai 6 pertama saya di universitas setelah serangkaian panjang á 3, 4 dan 5 (7 adalah nilai tertinggi yang diberikan, 3 adalah lulus á kebobolan).",joy
2176,"suatu malam turun ke bawah, dan mendengar aduk kuat dari dedak, yang bukan angin.",fear
2177,"saya diberitahu oleh teman flat saya bahwa, ketika kami pindah ke flat kami, dia berharap kami membeli makanan secara terpisah - acara ini sebenarnya terjadi sekitar 5 bulan setelah pembagian kami dimulai. sebelum ini, dia tidak mengatakan apa-apa.",anger
2178,"harus memutuskan penghentian kehamilan, setelah á mendiskusikannya dengan teman, keluarga dan lelaki yang terlibat.",sadness
2179,ketika seorang teman tidak mengundang orang tuanya sendiri ke upacara wisuda á.,disgust
2180,"mengatakan sesuatu yang sangat kasar, tetapi bercanda, tentang foto seseorang, tapi ternyata tidak seperti itu.",shame
2181,"ketika saya masih kecil, kucing kesayangan saya melahirkan empat anak kucing yang cantik. sebelum dia memilikinya, dia mendatangi saya dan saya mengikutinya keluar, kemudian menyaksikan mereka dilahirkan.",joy
2182,"saat memulai kehidupan universitas. saya datang dari kota lain dan á tidak kenal siapa pun di uni. saya ketakutan karena teman-teman saya yang terkenal dan dicintai, juga semua keamanan saya telah diambil pergi.",fear
2183,"ketika saudara laki-laki saya bersikap kejam terhadap pacar saya, karena teman flatnya membungkukkan salah satu jari kakak saya. itu bukan kesalahannya.",anger
2184,"saya sedang duduk di sebuah konser rock, mendengarkan band yang sangat keras. seorang bayi mungil di crawler telah ditinggalkan oleh ibunya yang masih muda, á di bawah sinar matahari di sebelah speaker, dan berteriak - á mungkin kesakitan.",disgust
2185,"karena saya malas dan tidak terpikir, saya tidak melakukan kontak á dengan seorang teman yang sangat dekat ketika dia pindah dari gold coast ke á brisbane, selama sebulan, meskipun dia berupaya menghubungi saya. saya merasa malu ketika akhirnya saya berhadapan dengannya lagi.",shame
2186,"ketika saya merasa telah mengecewakan orang tua saya, terutama ibu saya, dengan melakukan hubungan seksual untuk pertama kalinya, dan beberapa kali setelah itu. juga, ketika saya minum pil.",guilt
2187,"akhir pekan setelah saya berdebat dengan orang tua saya, saya pulang ke rumah lagi dan karena mereka tidak mungkin lebih baik. begitu aku masuk, mum menciumku, lalu dad, dan berterima kasih atas hadiah ulang tahun yang kutinggalkan untuknya, termasuk kartu ulang tahun yang sangat sentimental.",joy
2188,"flatmate saya bertanya tentang hubungan saya dengan pacar saya, apakah saya tidak memperlakukannya dengan tidak adil seperti yang saya klaim - dia telah memperlakukan saya. akibatnya, saya marah, dan menjadi defensif.",anger
2189,"seorang teman yang sangat dekat dari victoria mengunjungi saya selama liburan. á setelah menikmati kebersamaannya selama lebih dari 10 hari, saya sangat sedih ketika dia pergi untuk kembali ke victoria.á",sadness
2190,"salah satu teman flat saya dan saya kembali ke flat senin pagi, untuk menemukan mess yang asli, ditinggalkan oleh orang yang kami ajak berbagi.",disgust
2191,"akhir pekan pertama di rumah setelah satu minggu di uni saya memarahi salah satu teman terbaik saudara perempuan saya karena menggunakan telepon kami. sangat konyol, tetapi saya merasa kesal karena dia ada di sana pada saat saya harus bersama keluarga saya.",shame
2192,"sukacita karena melahirkan, dan membagikan sukacita itu dengan suami saya. á momen-momen kebahagiaan total dan perasaan cinta yang begitu banyak.",joy
2193,"mencoba pemerkosaan oleh 5 orang - memegang tangan saya di belakang punggung saya dan mencabuli saya, terus-menerus mengancam akan memukuli saya. penetrasi tidak terjadi ketika pengemudi mobil menghentikannya.",fear
2194,"kemarahan pada dokter untuk perawatan mereka setelah melahirkan. they mereka meninggalkan sebagian plasenta dan saya mengeluarkan banyak darah selama dua belas á minggu - karena ini, saya merasa lemah dan emosional, dan mereka berkata saya membutuhkan perawatan kejiwaan dan tidak memberi saya dukungan.",anger
2195,"ketika anak saya didiagnosis menderita cerebral palsy, pada usia 5. dia harus menanggung begitu banyak pelabelan, stigma, dan diskriminasi, meskipun kasusnya relatif ringan.",sadness
2196,saya memiliki saudara perempuan aborigin angkat yang saya merasa jijik karena rasisme yang menjadi sasarannya.,disgust
2197,saya tidak ingat pernah merasa malu.,shame
2198,"ketika saya memutuskan pernikahan pertama saya telah berakhir, dan pergi bersama anak itu. saya merasa diliputi rasa bersalah ketika saya memisahkan ibu dan anak.",guilt
2199,"menerima pemberitahuan bahwa saya telah membuat aplikasi yang sukses á ke kursus terapi bicara di uni, memberi saya perasaan yang sangat bagus á dari prestasi dan sukacita.",joy
2200,tidak termasuk dalam kuesioner.,fear
2201,"mantan pacarku mulai berkencan dengan sahabatku. setelah mereka á saling bertemu, saya menemukan bahwa dia telah tidur dengan á seorang gadis lain, tanpa teman saya sadari, saya memberi tahu teman saya apa yang telah dia lakukan di belakangnya.",anger
2202,"ibu saya meninggalkan ayah saya untuk sahabatnya, dan dia pindah ke papua nugini. terlepas dari kenyataan bahwa saya lebih dekat dengan ayah saya á daripada orang lain di keluarga saya, saya harus pindah dengan á ibu saya, dan mengucapkan selamat tinggal kepada ayah saya, tidak tahu kapan saya akan melihat dia lagi.",sadness
2203,"ketika saya menemukan ibu saya berselingkuh dengan sahabat ayah saya, dan kemudian lari bersamanya bahkan tanpa berbicara kepada saya tentang apa yang dia lakukan membiarkan saya pulang dari sekolah hanya untuk menemukannya pergi. saya dipenuhi dengan jijik dan penghinaan.",disgust
2204,"baru-baru ini saya terlibat secara seksual dengan kekasih saudara perempuan saya. saya sangat peduli padanya, tapi saya malu dengan rasa sakit yang mungkin saya sebabkan padanya.",shame
2205,saya pernah mencuri baju dari department store tempat saya bekerja. saya telah dipromosikan untuk bekerja di bagian toko yang sangat istimewa. keyakinan mereka pada integritas saya membuat saya merasa lebih bersalah.,guilt
2206,melihat teman dekat yang baru saja kembali dari dua belas bulan di luar negeri.,joy
2207,menemukan diri saya sendirian di toilet umum dengan seorang pria yang dikenal á memiliki gangguan psikologis yang hebat.,fear
2208,"meninggalkan rumah untuk pindah lebih dekat ke universitas. sebagai anak tertua, á pengalaman ini traumatis bagi kedua orang tua saya dan saya sendiri.",sadness
2209,melihat hasil vandalisme yang tidak masuk akal ke sekolah dasar setempat.,disgust
2210,saya tidur dengan seorang pria murni karena saya menemukannya secara fisik menarik dan berada di bawah pengaruh alkohol.,shame
2211,"menciptakan serangkaian peristiwa fiktif, sebagai akibatnya saya berakhir dengan konflik dengan dua teman terdekat saya.",guilt
2212,"ketika saya menyelesaikan ujian setelah kelas 12, saya khawatir tentang mendapatkan nilai t.e. skor cukup tinggi untuk fisioterapi. ketika saya menemukan bahwa saya telah diterima saya sangat gembira, atau lebih tepatnya, saya bisa melompat kegirangan.",joy
2213,"ketika pergi untuk sim saya untuk ketiga kalinya, karena á semuanya, sepertinya, bergantung pada mendapatkannya. saya benar-benar gugup, á dan petugas pengujian membuat saya sedikit takut juga. ada banyak hal yang perlu dikhawatirkan. namun saya lulus.",fear
2214,"ketika seorang teman yang disebut mengecewakan saya, ketika dia berjanji untuk memberitahu saya ketika konser tertentu terjadi, dan bahwa dia akan memberi saya tiket. saya benar-benar menantikannya. dia tidak melakukan apa-apa, á suatu hari saja saya mengatakan kepada saya betapa luar biasa konser itu á.",anger
2215,ketika keluarga saya mendengar bahwa sepupu ibu saya yang tinggal di inggris menulis kepada kami untuk memberi tahu bahwa ia menderita kanker kelenjar getah bening.,sadness
2216,"ketika saya mengetahui bagaimana orang-orang etiopia kelaparan dan á pemerintah mereka membelanjakan jutaan dolar untuk merayakan menjadi yang berkuasa bertahun-tahun. lalu saya melihat semua orang di tv ini membutuhkan makanan, dll.",disgust
2217,"saya pergi mengunjungi montrose di rumah untuk anak-anak cacat untuk mewawancarai seorang anak cacat. saya mewawancarai dua anak lelaki dan hasilnya sangat baik. saya berjanji akan mengunjungi mereka, tetapi tidak pernah punya waktu. sekarang saya berharap mereka telah melupakan saya, tetapi saya merasa malu membiarkan mereka mati.",shame
2218,"saya sedang mengendarai mobil orang tua saya ke tempat parkir di depan sebuah toko á milik kami, dan menggores sudut panel depan di belakang á di sudut utilitas ayah saya. saya tidak memberi tahu siapa pun, saya berbohong tentang ump (kemudian saya harus mengaku).",guilt
2219,"dua tahun lalu, seseorang yang sangat saya sukai ingin menyerahkan studinya. saya mencoba membuatnya mengerti pentingnya apa yang akan dia lakukan, bukan hanya tentang kesulitan mencari pekerjaan tetapi juga karena dia akan mengurangi budayanya, dll. orang ini melakukan tes pada ujian masuk perguruan tinggi dan untuk kegembiraan kami yang luar biasa, kami menemukan bahwa ia berhasil masuk di universitas.",joy
2220,"suatu malam, ketika saya keluar dari universitas saya melihat dua orang aneh di dekat mobil saya. ketika saya dekat, mereka pindah, dan kemudian datang lagi. saya merasa mereka penyerang. á setelah saya pergi, saya menemukan bahwa kaca mobil rusak.",fear
2221,suatu hari di perempatan seseorang menabrak mobil saya. saya keluar dan orang ini menertawakan saya. saya merasa sangat marah sehingga saya mendapatkan á di mobil saya dan pergi.,anger
2222,"saya tidak tahu mengapa tiba-tiba saya berpikir bahwa apa yang saya rasakan untuk á pacar saya tidak benar-benar cinta. setelah hampir tiga tahun bersama-sama, fakta ini mengguncang saya dan saya merasakan kesedihan yang luar biasa sehingga saya bisa menyebut kesedihan.",sadness
2223,kembali ke rumah pada sore hari saya melihat tindakan tidak senonoh yang dilakukan oleh seorang pria dengan tujuan saya melihatnya.,disgust
2224,di perpisahan sekolah kami sepakat untuk pergi ke restoran. we kami bertemu di sekolah dan memisahkan kami dengan beberapa mobil. mobil saya rusak dan kami tiba terlambat. semua yang sudah tiba á berdiri dan bertepuk tangan ketika kami masuk terlambat dua jam. á semua perhatian restoran tertuju pada kami.,shame
2225,"ketika saya masih kecil, sekitar delapan tahun, saya merusak bey á dari yang tertutup. ibu bertanya siapa yang melakukannya. saya mengatakan bahwa itu bukan saya, karena saya hampir tidak pernah berbohong, dan saudara lelaki saya melakukannya lebih sering meskipun saudara saya menolaknya karena ibu saya memberinya beberapa tamparan.",guilt
2226,ketika saya masuk di universitas.,joy
2227,suatu malam aku dan teman-temanku pergi ke kuburan. kami menghentikan mobil di depan dinding dan tiba-tiba penggali kuburan muncul di dinding tampak seperti hantu. saya sudah takut dan hampir mati.,fear
2228,ketika seorang guru dengan tidak adil memberi saya nol dalam sebuah tes yang mengatakan bahwa saya c cribbing.,anger
2230,saya pergi ke restoran dengan pacar saya untuk makan malam. di sana kami melihat beberapa. pria pasangan itu adalah seorang negro dan dia tidak sopan santun á untuk dimakan.,disgust
2231,"ketika guru meminta saya untuk membaca komposisi saya itu adalah pekerjaan rumah, saya berdiri dan menciptakannya karena saya belum melakukannya. seorang kolega melihat bahwa di buku copy saya tidak ada yang tertulis dan á dia menuduh saya sehingga saya dipanggil ke kamar direktur.",shame
2232,ketika saya mengambil pacar teman baik saya.,guilt
2233,ketika pada akhir semester saya mendapat persetujuan dalam hal yang á saya nilai sangat sulit.,joy
